conattrA conattrP conattrAP
0.460982 NA 1.059751
0.031997 NA 0.614917
-0.022573 NA 1.450862
0.428437 NA -0.222387
-0.772227 NA -1.290126
-0.678904 NA 0.80243
1.163441 NA -0.599432
1.626968 NA 0.085539
-0.819959 NA -0.391375
1.38803 NA -0.337241
-0.49171 NA 0.566446
1.701764 NA 0.388545
-0.676491 NA -0.019675
1.579758 NA 0.122783
0.160262 NA 1.171479
-2.058342 NA -0.682188
-1.674575 NA 2.42137
-1.240833 NA 0.157649
-0.869715 NA -1.248353
0.162141 NA -0.270458
-0.627091 NA 0.392581
-0.985458 NA -1.227494
-2.209102 NA 1.036967
-0.734253 NA -1.319279
0.701267 NA -1.923946
0.69894 NA 0.017856
1.129468 NA 1.553017
-0.093973 NA -0.521536
0.844301 NA -1.354343
0.990347 NA -1.501857
-0.823988 NA 0.647314
0.398287 NA -0.918652
1.572663 NA -0.773751
-0.58158 NA 1.094508
1.229022 NA -1.852577
-0.471311 NA 0.005411
0.282749 NA 1.575016
-0.228823 NA 0.465758
0.851332 NA -1.384659
0.433139 NA 0.072791
0.333903 NA 0.494792
-1.482267 NA 1.42401
2.126662 NA -0.465999
0.078752 NA 0.904717
-1.845521 NA -0.722655
0.197373 NA -2.631725
1.37468 NA 0.470878
2.008907 NA 0.344295
-0.250435 NA 0.352731
0.332802 NA -1.581961
-0.198063 NA -1.21702
1.019742 NA -0.738195
0.734745 NA 0.288668
-1.967225 NA 0.914432
0.48977 NA 0.133907
0.345766 NA 2.024983
0.352778 NA -0.671473
0.007335 NA -0.10561
0.1402 NA -1.304614
-0.796076 NA -1.674617
-1.05433 NA -0.91034
-1.732807 NA 1.068428
0.546654 NA 0.47807
0.136424 NA 1.101484
-0.471113 NA 0.542537
0.121731 NA -0.522385
1.236802 NA -1.13963
-0.929422 NA 0.462384
0.079452 NA 0.05031
1.764273 NA 1.468356
0.796282 NA 0.536566
-0.220498 NA 1.079603
-2.501555 NA -0.104119
1.107909 NA 0.396491
-1.345147 NA -0.092409
-1.245333 NA -1.09936
0.503875 NA -0.811162
0.956781 NA -0.380329
-0.031227 NA 1.225964
1.707435 NA 1.037255
-0.810547 NA -0.042295
-2.216461 NA 0.018532
0.164418 NA 0.214151
0.675552 NA -0.789981
-0.606815 NA -1.274436
-0.395932 NA -0.093419
-0.521 NA -0.072011
2.196439 NA -0.563914
2.11279 NA 0.039637
-0.656369 NA -1.449201
-0.586721 NA -0.36805
0.13841 NA 1.26361
0.661732 NA -0.361911
-0.778147 NA -0.663213
-0.1175 NA 0.724401
0.388632 NA 1.885522
-0.69353 NA -0.016045
-0.500245 NA 0.539918
-1.487539 NA -0.44079
-1.078424 NA 1.253529
1.58355 NA -0.283943
-0.837218 NA 0.187899
1.496441 NA -0.090536
0.797923 NA -0.139967
1.506968 NA -0.806467
-0.132664 NA -0.569304
-0.162302 NA -1.133591
-0.613272 NA 0.01611
-0.689144 NA 1.209782
-1.409987 NA 1.102369
-0.648126 NA -0.036662
-0.012926 NA 1.632969
0.780557 NA 0.009507
-0.243091 NA 0.26247
1.03839 NA 0.479207
-0.649612 NA 1.284726
0.259293 NA -0.963408
0.089098 NA 1.18801
-1.204465 NA 1.061468
1.305478 NA -1.051336
-0.308032 NA 0.37361
-0.989065 NA -0.651948
1.49008 NA 0.263682
0.24353 NA 2.060138
-1.169021 NA 0.676139
0.485955 NA -0.881227
-0.041746 NA -0.54108
1.715879 NA 0.366664
0.36547 NA 0.077254
-1.597502 NA -0.905811
0.036214 NA 1.067906
0.543578 NA 0.691729
2.302847 NA -0.943579
0.233614 NA 1.017414
-0.447756 NA -1.116736
-1.86976 NA 0.469404
-0.148725 NA 0.889326
-0.295476 NA 1.238299
-2.181713 NA 0.947585
0.829077 NA 2.897467
-0.679786 NA -0.008573
0.751942 NA 1.166347
-1.261859 NA 1.03978
0.168813 NA 2.153204
0.702991 NA -1.749999
0.228868 NA 0.296973
-0.387825 NA -0.437997
-0.434524 NA 2.199725
0.412817 NA -0.652938
-0.16437 NA 0.243034
-1.386727 NA -0.86608
-0.797842 NA 0.262277
-0.271061 NA -0.62024
-0.858553 NA -0.965056
1.016242 NA 1.474087
-0.899001 NA -1.3937
-1.803569 NA -0.804234
0.347665 NA 2.490677
-0.346144 NA 0.083107
1.571417 NA 0.180217
-0.99938 NA -1.266725
0.079278 NA -0.412422
2.527593 NA -2.786717
-0.949827 NA -0.35815
-0.600534 NA -0.108622
-0.536189 NA 0.975641
-0.102921 NA 1.803874
0.697786 NA -1.277028
0.14541 NA -0.689922
-0.824635 NA -0.982435
-0.559056 NA -1.182735
1.119992 NA -0.738729
-0.179133 NA 0.254215
1.315819 NA -0.151702
1.850804 NA -0.886262
-0.975001 NA -1.275852
-0.411659 NA -1.296617
0.825221 NA 0.544315
-1.790854 NA -1.522337
1.616341 NA 1.089846
0.378155 NA -0.405226
-0.216391 NA 0.646976
-0.322425 NA -0.665928
-0.588359 NA -0.927968
-0.291127 NA -0.481674
-1.335884 NA 0.010415
1.01568 NA 0.729518
1.787216 NA -1.92468
1.02745 NA -0.36529
2.776527 NA 0.157347
-0.476948 NA 0.412898
-1.619825 NA 0.777551
0.305004 NA 0.946312
0.619636 NA -0.318995
-1.464396 NA -0.741977
-0.26166 NA 0.490781
-1.564451 NA -1.238353
-1.029107 NA -1.891454
1.560752 NA -2.223617
1.605623 NA 0.758836
1.312716 NA 0.396927
-0.416848 NA -1.948045
2.009684 NA 0.123476
1.406837 NA 0.01918
0.805317 NA -0.185623
-0.307134 NA 0.430077
-0.711235 NA 1.266379
-0.422061 NA -2.398695
-0.481129 NA 1.096824
0.996018 NA -0.347411
0.020106 NA -0.073531
1.304397 NA -0.333832
-0.590353 NA -0.678237
0.135023 NA -0.469524
-0.056004 NA 0.561019
0.273051 NA 0.631083
0.282756 NA 1.292626
-1.634718 NA 0.609083
1.887768 NA 0.995141
0.916087 NA -1.107086
-0.05183 NA -0.11623
-0.224651 NA -1.288108
-0.244902 NA -0.346145
1.138268 NA 0.39066
0.406037 NA 0.643506
0.328881 NA -2.239201
-0.520539 NA -0.027868
0.762983 NA 0.962769
-1.094335 NA 0.300697
1.10227 NA 1.345982
1.994673 NA -0.616465
-0.000716 NA -1.665559
-0.706148 NA 1.028094
-0.573326 NA -0.93964
-0.370365 NA 1.082729
-0.429906 NA 0.640558
1.840602 NA 0.368163
0.273565 NA 0.569595
-1.00461 NA 0.484804
-0.858346 NA 1.396428
1.147659 NA -1.260878
-1.109492 NA 1.259957
-1.631981 NA -0.0167
0.245796 NA -0.108948
1.498129 NA -0.655064
0.481174 NA 0.481606
0.040107 NA -0.785427
-0.894167 NA 1.071974
0.245561 NA -0.383611
0.473785 NA -0.071887
0.011678 NA 0.342563
1.048013 NA -0.193487
-0.472463 NA -2.049957
-0.248208 NA -0.101691
-0.939313 NA 1.471696
0.477164 NA -0.517112
-0.156733 NA -0.108125
0.12999 NA 0.824263
0.121031 NA 0.575121
0.77562 NA -0.406892
-0.358474 NA 0.641824
0.486872 NA 1.046406
-1.158617 NA -0.574756
2.381611 NA -0.427218
0.929012 NA -0.801663
-0.73773 NA -1.72424
0.125023 NA -0.06202
-0.171087 NA 0.363975
-0.132222 NA -1.103862
-1.812548 NA -0.290441
0.713406 NA -0.795805
-0.317286 NA 1.627253
-1.941592 NA 0.206908
0.319047 NA 0.539494
-0.840908 NA -0.139051
-2.827945 NA -0.504449
1.069347 NA -0.583245
0.900934 NA -0.39017
-1.640781 NA 0.921566
0.322639 NA -1.133435
-0.338473 NA 0.890318
-1.31284 NA -0.893279
-1.038172 NA 2.088985
-0.340335 NA -0.593746
-0.678078 NA -1.220813
2.081969 NA -0.129536
0.856489 NA -1.223064
0.13298 NA -1.683461
0.047253 NA 0.172334
1.256337 NA 0.007679
-1.2288 NA 1.164872
0.935932 NA 0.10704
1.489494 NA 1.461044
-0.668087 NA -1.852007
-1.148818 NA -0.617732
-0.165949 NA -0.965174
-0.305124 NA -0.443328
-0.401861 NA -0.552829
-1.341254 NA -0.577829
-0.702167 NA 0.858476
-0.383028 NA -2.442568
0.565903 NA 1.110213
0.534105 NA 0.734776
-0.412627 NA 0.700922
-1.31468 NA 0.396649
-1.814306 NA 2.086377
0.054575 NA -0.734701
-0.976116 NA 0.825899
1.314446 NA -0.81164
0.330282 NA 0.06821
-0.101295 NA -0.822575
0.556713 NA -1.037344
-1.774982 NA -0.18628
-1.21819 NA 0.803371
0.319729 NA 0.107258
2.765312 NA -0.603699
-0.008588 NA 0.575792
0.504336 NA 1.516464
-0.887945 NA -0.457797
-1.206799 NA 0.024298
-1.023222 NA 0.880115
-0.125862 NA -0.432814
-1.071399 NA -0.115718
-0.482125 NA -0.918689
-0.834404 NA -0.866757
-0.438816 NA -1.108218
-0.657648 NA -1.474771
0.446924 NA 0.09851
-0.65571 NA 3.3845
-0.681196 NA -0.060196
-0.736168 NA 0.923624
1.551962 NA -0.730324
0.668035 NA 0.321231
0.306168 NA -1.273287
0.157871 NA 0.473964
-1.115476 NA 0.569347
0.452198 NA 0.887545
-0.073961 NA -1.308253
0.271714 NA -0.440619
-0.316927 NA -0.365907
-0.854946 NA 0.269657
0.382709 NA -0.222358
-2.439461 NA -1.175341
-0.459494 NA -1.05884
0.10005 NA -2.224911
0.756506 NA 0.356264
-0.202723 NA -0.43771
0.700318 NA 0.510885
0.372288 NA 2.148017
0.389909 NA -1.097342
-0.1914 NA -0.203116
0.323975 NA -1.983028
0.151146 NA 0.975417
-0.476878 NA -2.095352
-1.268286 NA -1.082628
0.969045 NA -0.0551
-0.486752 NA -0.869678
-0.296833 NA -0.972693
0.441129 NA 1.413175
-0.734883 NA 0.757462
0.706561 NA -0.098745
1.038409 NA 1.012484
-0.652751 NA 0.723032
-1.726153 NA 1.162927
-0.940694 NA 0.343216
-1.773248 NA -0.466027
-0.059444 NA 0.177535
1.627382 NA -1.919916
-0.155443 NA -0.850284
1.176139 NA -1.226366
-0.519086 NA -0.950285
0.095864 NA -0.236112
1.350406 NA 0.388772
0.756292 NA 0.314257
0.037746 NA 0.558334
-1.485733 NA 0.197965
-0.810596 NA -1.63522
0.417132 NA 0.705231
0.21274 NA 1.031829
-1.648185 NA 0.36977
-1.57606 NA 1.116813
-1.288458 NA 0.585177
0.215451 NA 0.581384
1.682116 NA -0.278692
-1.374745 NA 0.107902
-0.101647 NA 0.834253
-1.66742 NA -0.330719
0.846351 NA -1.272258
0.6654 NA 1.103777
1.825591 NA -1.05033
-1.171779 NA 0.92548
-0.55637 NA -0.757475
-0.287321 NA 0.693097
0.209026 NA -1.725083
-1.616887 NA 0.684245
-0.045452 NA 1.346303
-1.831257 NA 0.869007
0.983476 NA 0.052841
-1.62317 NA 0.615208
-0.672177 NA 0.135069
0.297108 NA -1.796373
1.382383 NA -1.183787
-1.850824 NA 0.258378
-0.071462 NA 0.66336
-0.396312 NA -0.01794
1.254267 NA -0.727313
0.451462 NA 0.703558
-0.199187 NA -0.170716
-0.089603 NA 0.78086
-1.505473 NA 0.19511
-0.226258 NA -0.809991
1.614386 NA 0.14482
-0.058116 NA 1.859823
-1.145233 NA -1.593009
1.274942 NA 0.693968
1.318951 NA -1.222065
-0.386252 NA 0.478493
-0.992536 NA -0.429541
0.232058 NA 1.268777
-0.503416 NA 1.193411
0.303187 NA -0.140276
-0.615499 NA -1.577963
-0.279984 NA 0.096837
0.962381 NA 1.186233
0.199101 NA -0.827179
1.751246 NA -1.263836
-1.468389 NA -0.287927
-0.735891 NA -0.403657
-0.236908 NA -0.629102
-0.010524 NA 0.334469
-0.347628 NA 1.296672
1.089122 NA 0.512708
-0.322354 NA 1.340164
-1.172074 NA 0.941652
-0.060474 NA -0.305046
2.447668 NA 1.337086
1.998961 NA -0.423896
0.211142 NA 0.378851
-0.412811 NA -0.538271
-0.826337 NA -0.134564
1.099455 NA 0.924433
-0.553278 NA 1.31564
-0.047894 NA 1.225039
-0.415694 NA -0.384079
-0.649812 NA -0.567858
0.590429 NA -0.284366
-0.740373 NA 0.800775
-0.075 NA -1.797748
0.222105 NA 0.343445
-1.187035 NA -1.000097
-0.723594 NA 1.317786
-0.492419 NA -0.196425
0.724716 NA 0.595984
-0.561839 NA 0.386299
-1.090928 NA -1.798488
-1.345277 NA -2.389268
-1.251316 NA -0.549508
1.157398 NA -2.012708
1.254696 NA 0.375562
0.751382 NA -1.181881
0.293154 NA -0.651729
1.22145 NA -0.531355
-0.607699 NA -0.564278
0.637855 NA 0.624845
-1.376273 NA 0.322849
0.323588 NA -1.200464
-2.328683 NA 0.029318
0.57531 NA 0.80328
0.106709 NA -1.801552
-1.022602 NA -0.533671
-1.111476 NA 0.356679
1.002744 NA 0.424664
-0.095498 NA 1.177155
0.109953 NA -2.528995
-0.522789 NA 0.853122
-0.152004 NA -0.064696
-1.163803 NA -1.05059
0.639475 NA -0.951279
-0.248205 NA 0.655432
0.579146 NA 2.309922
-1.044364 NA 0.727681
-0.681199 NA -0.859521
0.953864 NA 1.501479
0.302276 NA -0.526727
0.898501 NA -0.176991
-0.855143 NA -0.20773
-0.934913 NA -1.160514
-0.086099 NA 0.453945
-1.679006 NA -1.118659
-0.447004 NA 1.007574
0.250328 NA -0.173533
1.181797 NA 0.191375
-0.784923 NA 0.316418
-0.679611 NA -1.528738
-0.642816 NA -0.361083
-1.181788 NA 2.317689
0.563206 NA 0.169725
0.946361 NA 0.555536
-0.156177 NA -0.615601
0.690668 NA 0.210076
0.315139 NA 1.750174
-0.247933 NA -0.649006
-0.851017 NA 0.602411
0.018391 NA 0.012852
-0.283244 NA 1.174329
1.682566 NA 0.829161
-0.220633 NA 0.180831
-1.659292 NA 0.416899
0.783426 NA 0.758443
-0.602504 NA 1.541518
-0.609392 NA -1.09401
-2.838712 NA 1.447859
1.06681 NA 0.010866
-0.997778 NA -0.54711
0.341895 NA 1.007741
0.690966 NA -2.096787
1.1956 NA 1.691672
-1.048887 NA 1.913865
0.094581 NA 0.262337
0.082162 NA 1.824072
-0.561765 NA -0.076022
-0.187619 NA -0.692976
-1.176112 NA 1.649315
0.768401 NA -0.217707
-0.805473 NA -1.507263
0.262037 NA 0.435739
0.765329 NA 0.432841
-0.055808 NA 1.451499
0.550705 NA 0.414249
0.206307 NA -2.058983
-2.251662 NA -0.577845
0.362275 NA -0.419724
1.050537 NA 0.963486
1.35382 NA 0.835897
0.292157 NA -0.882021
0.685324 NA 0.885538
0.841025 NA -0.646468
0.743914 NA 0.878223
-0.580141 NA -0.607633
0.202791 NA 0.603699
-1.449808 NA -1.006905
0.26365 NA 1.73969
0.700473 NA 0.005864
-1.127918 NA -2.189198
1.053648 NA 0.065372
-2.099576 NA -1.472863
0.384431 NA -1.680632
-0.99315 NA 1.201771
-0.263888 NA 0.761954
-1.215559 NA -0.770311
-1.426859 NA -0.080309
0.649856 NA 0.184602
-1.072443 NA -0.738962
-1.37077 NA 0.157889
1.10079 NA -0.617205
-0.281569 NA 0.90534
-1.162796 NA -0.77203
-0.078016 NA 1.541725
-1.341711 NA -0.906804
-2.472196 NA -2.557024
-0.782291 NA 0.147445
0.236489 NA -1.255817
1.761517 NA -0.901731
-0.859072 NA -0.034246
-0.212701 NA -0.490464
-0.814034 NA -0.316701
0.345257 NA -1.587203
-0.562463 NA 1.350888
-1.355142 NA 1.728732
-0.313102 NA -0.527844
0.868918 NA -0.549982
1.744882 NA -0.889178
-1.453695 NA -0.567883
0.30501 NA 1.745616
0.371422 NA 0.083921
-0.446601 NA -0.397853
-0.355984 NA -0.605442
-1.473568 NA 1.143342
0.388963 NA 0.129984
0.505352 NA 0.726131
0.844107 NA -0.139604
1.342103 NA -1.53125
0.775518 NA -0.87402
-2.297205 NA -0.606457
-1.05927 NA -0.876667
0.076477 NA 1.190698
1.305683 NA -0.726
0.811555 NA -0.989577
-1.209282 NA 0.869944
-0.851939 NA 0.561432
-0.33344 NA 0.375218
0.654924 NA 0.247946
-0.056359 NA 1.789175
-0.940677 NA -1.624052
0.278199 NA -1.575013
0.244941 NA 0.819213
-0.092667 NA -0.459686
0.9149 NA -1.61409
-0.384499 NA 0.649625
-0.989871 NA 0.590579
0.066776 NA -1.68689
1.842065 NA -0.454781
-0.296544 NA -0.70967
-1.489663 NA 0.039165
0.463055 NA -0.096774
-0.447421 NA 0.786338
1.730016 NA -0.046425
-0.236993 NA -1.677397
1.269561 NA 0.847595
0.430447 NA -0.569576
-0.557882 NA -1.366338
0.910054 NA 0.004664
-0.786277 NA 0.03295
-1.309118 NA 0.931884
0.14624 NA -0.202601
-0.094134 NA -0.629181
-0.838506 NA -0.106444
-0.241606 NA 0.46064
0.536469 NA -0.169316
-2.630686 NA 0.822426
-0.601757 NA -0.52061
2.483526 NA -1.632066
2.233863 NA -2.020307
0.070896 NA 0.951012
-0.366024 NA 2.673939
-0.473552 NA 0.609723
-0.030649 NA 0.728062
0.395256 NA 0.166977
0.181723 NA -1.392781
0.308323 NA -0.445522
-0.300801 NA 0.675892
0.036311 NA 1.266437
0.667279 NA -2.031795
-1.684824 NA 1.633238
-1.796385 NA 1.655454
1.151556 NA -0.398673
0.674002 NA 0.070017
0.729347 NA -0.415944
-0.244609 NA -2.092348
0.036812 NA -0.798415
1.417568 NA -0.42191
-1.005008 NA -0.172787
-1.064689 NA -1.465417
-0.19111 NA -1.938344
1.274289 NA -0.848691
0.094701 NA 1.19514
-1.037887 NA -0.606155
1.181276 NA -0.338932
-1.051301 NA 0.619766
0.168174 NA -0.248342
0.527125 NA -0.351058
1.082216 NA -0.115908
0.115824 NA -0.089576
-0.026938 NA 0.486316
-1.143158 NA 0.602167
-0.972807 NA 1.076228
0.959527 NA -1.66126
-1.250071 NA 0.073039
-2.6227 NA 1.05138
0.063038 NA -0.313468
-2.729411 NA 0.452089
0.777 NA 0.033023
-0.680433 NA -0.795264
0.072766 NA -0.340741
-0.426982 NA 1.760911
2.273195 NA 1.545345
0.242252 NA 0.448022
1.568913 NA 0.162484
-1.743407 NA -0.735585
-0.657628 NA 0.097869
0.534013 NA -0.982287
1.597815 NA -0.483655
1.752295 NA 1.051028
0.316969 NA 0.641996
-0.40202 NA 0.592978
-0.378363 NA -0.221055
-0.154425 NA 1.042661
-1.602854 NA 0.750253
0.82755 NA 0.567356
-0.115101 NA 0.034026
-0.847873 NA -1.11011
-1.192355 NA 0.235785
0.630247 NA -0.91713
-1.446914 NA -1.939217
-0.91674 NA -0.724461
1.872061 NA -0.200901
1.262529 NA -0.412347
-0.472518 NA 0.357607
-0.92535 NA -0.595604
1.01046 NA 0.044092
0.540037 NA 0.291807
0.442222 NA -0.902041
0.781023 NA 1.104977
2.493794 NA 0.054081
-0.855479 NA 0.12502
-1.240186 NA -2.062238
0.936093 NA 0.564024
-0.887322 NA 0.029623
-2.146428 NA 0.313465
-0.12137 NA 0.810887
0.28875 NA 0.284576
-0.356807 NA -0.624021
-0.477776 NA 0.839371
-1.63359 NA -0.440623
-0.886917 NA 0.253592
2.003799 NA 0.431288
0.8789 NA 1.910876
0.19803 NA 0.207584
2.87081 NA 0.314189
0.185673 NA -0.158934
1.379004 NA -2.654578
0.432476 NA 0.654408
0.211996 NA -0.382387
0.244567 NA -0.025844
0.107575 NA -0.193005
1.363822 NA 0.075984
-0.637466 NA 1.169687
1.05641 NA 1.372843
0.872615 NA -1.108189
2.324317 NA -0.572508
0.048449 NA 0.585937
0.438721 NA 0.553294
1.381619 NA -0.37825
1.030986 NA -0.32615
0.535018 NA 0.602882
-0.051847 NA 0.009226
-0.32618 NA -0.986962
1.244452 NA -1.017484
-1.212724 NA 0.249948
-1.337941 NA 0.60772
0.744751 NA 0.481555
0.402372 NA 0.171077
0.372319 NA 0.329183
-0.121447 NA -1.187032
-0.439259 NA -1.132984
-0.348711 NA 0.467953
-0.590212 NA -0.458006
0.5448 NA -0.908531
-1.177737 NA -0.037376
1.269944 NA 2.850503
-1.124197 NA 1.354464
0.914707 NA -0.660732
0.135988 NA 1.618312
0.488087 NA 2.013603
1.448405 NA 0.514267
1.271566 NA 1.426702
-0.298151 NA -0.671458
-1.182022 NA -1.204101
-1.486376 NA -0.10219
0.884902 NA -2.158214
0.661581 NA 0.834325
1.724676 NA -0.884363
-0.60391 NA 0.409521
-0.577904 NA -1.158922
1.296312 NA 0.565643
0.198155 NA 0.165636
1.126615 NA 2.115012
-0.075818 NA 0.738603
-0.615953 NA 1.893242
-1.000042 NA -1.129882
0.174631 NA 0.61208
-0.196933 NA 0.991731
-0.027668 NA 0.574019
-0.390136 NA -0.510079
-0.48733 NA -1.899392
-0.812361 NA -0.762973
-0.538534 NA 0.669923
1.260726 NA 0.054847
-0.076592 NA -1.905844
0.600413 NA 0.249205
0.524698 NA 1.458902
-1.181866 NA 0.272936
-0.409827 NA -1.263429
1.421536 NA -0.402427
-1.086709 NA -1.383377
-0.989211 NA -1.806293
-0.525121 NA 1.612882
-0.567834 NA 0.164689
0.560143 NA 0.274564
-0.52291 NA 1.224345
0.756179 NA 0.503962
0.521933 NA -1.548383
-0.208924 NA 0.317964
0.582612 NA 0.041858
0.362688 NA -0.738449
0.489792 NA 0.998568
0.953943 NA 0.84878
0.12141 NA -0.10006
0.531724 NA 0.225434
-1.005104 NA -1.097712
1.228239 NA 0.692221
0.680127 NA 0.546507
1.062929 NA 0.497067
-1.2026 NA 0.194403
0.833348 NA -0.31757
-2.460912 NA 0.443114
0.257299 NA 0.359346
-1.57762 NA -0.590515
-0.46032 NA -1.297705
0.843127 NA -0.689514
-0.442033 NA -0.316986
0.259844 NA 0.725497
0.257834 NA 0.070323
0.50426 NA -0.792337
0.306999 NA 1.361751
0.001849 NA 0.635049
-0.167308 NA -1.296995
-0.55062 NA -0.661174
0.405392 NA 0.067247
-0.672066 NA 1.221233
-1.244466 NA -1.385311
1.057838 NA -0.757424
-0.88121 NA 0.586703
-0.852686 NA 0.690419
0.110839 NA 1.233594
0.340311 NA 0.782446
0.630834 NA 1.536802
1.362631 NA 0.050058
0.118433 NA -0.773647
-0.660525 NA 0.562419
1.471579 NA -0.853627
-0.319499 NA -0.363393
0.548659 NA -0.687201
-1.328248 NA 0.870826
0.886712 NA 0.748882
1.070124 NA 1.019286
0.929256 NA 0.645082
-0.249198 NA -0.73895
1.156643 NA -1.561586
1.751876 NA 1.913891
1.403763 NA -0.284405
0.081768 NA 0.428347
0.934337 NA 0.514956
1.273185 NA -0.178778
-1.328094 NA -0.284862
0.533512 NA 0.434064
-0.474198 NA -0.139931
-0.22207 NA 0.295149
0.702095 NA -0.460881
0.576309 NA -1.302983
0.085043 NA -1.080001
0.075 NA 1.566938
-0.120517 NA 0.381647
1.855359 NA -0.669109
-1.026021 NA -1.377444
-0.611203 NA -0.081014
0.594697 NA -1.582849
-1.473156 NA 1.206422
-0.686902 NA 0.927669
-1.133042 NA 1.088041
-0.15253 NA 0.868541
-0.204738 NA -1.166922
-1.756094 NA 1.650559
-0.678166 NA 0.238518
0.925808 NA -0.54226
-1.270265 NA 0.671747
0.630138 NA -1.28557
0.292984 NA -1.264393
0.249319 NA -0.475086
0.65787 NA -0.618264
0.156207 NA -1.302421
-0.205647 NA 0.022849
2.396866 NA -1.161595
-0.830338 NA -0.744809
0.179514 NA 1.377664
-1.276008 NA -0.587075
0.87442 NA -0.703301
0.341196 NA 1.499602
0.78621 NA -1.033216
-2.075966 NA 0.995218
0.48712 NA 0.241211
-1.438137 NA 0.299162
0.938134 NA -0.351653
0.552569 NA -0.801816
-0.254637 NA -0.168644
0.039015 NA 0.44935
-0.532142 NA 0.638516
1.681211 NA 0.603953
-0.545392 NA 0.971995
-0.236522 NA -1.705331
0.268428 NA 1.646765
0.53845 NA 0.623407
0.019499 NA -0.068042
0.384607 NA 0.206851
-0.268456 NA -0.161631
-0.039877 NA 1.084314
-0.570668 NA 0.124684
-0.445227 NA -0.028596
-0.004833 NA 0.080674
2.721705 NA -1.877542
3.194577 NA 0.223633
1.073576 NA -1.113544
2.163265 NA -1.337807
0.512428 NA 1.750423
-0.258396 NA -0.305564
2.13837 NA 1.51878
0.68838 NA 1.372134
-0.182412 NA -1.533384
0.109348 NA -1.179243
-0.187299 NA 0.795288
0.506501 NA -0.508634
1.654887 NA 1.52169
0.475392 NA 0.44227
-0.147177 NA 1.767377
-0.270669 NA 0.294942
0.310431 NA -0.450022
-0.283175 NA -1.212541
-1.736812 NA -1.597693
-0.773688 NA 0.30525
0.115816 NA 1.913923
2.35123 NA 0.637439
1.100807 NA 0.671496
1.723259 NA -0.747849
0.977704 NA 0.390689
0.27733 NA 0.475175
1.398405 NA -0.667911
0.230624 NA 0.1454
2.253687 NA 0.143143
-0.042363 NA 1.302395
-0.952918 NA 0.938336
-0.012034 NA -0.268451
-0.383404 NA 1.419326
2.454382 NA -0.586932
-0.229422 NA 0.88335
-0.32046 NA 0.680904
0.106018 NA 1.259471
1.428086 NA 0.500157
0.664701 NA 1.37555
-0.17372 NA 0.052792
-0.101042 NA 1.559896
2.285569 NA -2.112049
1.541347 NA -0.024365
0.089075 NA 1.306466
0.819768 NA -1.071169
0.940157 NA 0.863214
0.710813 NA -0.308774
0.10649 NA -0.549646
